Severity,Code,Description,Last Change,DN
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason Health grp service is down.",2024-09-06T20:33:16.919+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason : tracked as down",2024-09-06T20:33:16.919+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2995
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::1 on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason Health grp service is down.",2024-09-06T20:33:16.919+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.130 in vrf common:CRITICAL-VRF on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason : tracked as down",2024-09-06T20:33:16.919+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2995
major,F4203,The PBR destination in the PBR destination group on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state. Reason: Service Device is tracked as down,2024-08-29T19:59:53.631+07:00,topology/pod-1/node-3119/sys/svcredir/inst/destgrp-11/rsdestAtt-[topology/pod-1/node-3119/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]]/fault-F4203
major,F4203,The PBR destination in the PBR destination group on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state. Reason: Service Device is tracked as down,2024-08-29T19:59:53.631+07:00,topology/pod-1/node-3119/sys/svcredir/inst/destgrp-12/rsdestAtt-[topology/pod-1/node-3119/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]]/fault-F4203
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::1 on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason Health grp service is down.",2024-08-29T19:59:53.631+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason : tracked as down",2024-08-29T19:59:53.631+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.2 in vrf common:COMMON-VRF on nodeid 3119 fabric hostname DC2-SVR-LEAF-3119 is in failed state, reason : tracked as down",2024-08-29T19:59:53.631+07:00,topology/pod-1/node-3119/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2995
critical,F0532,"Port is down, reason being errDisabledIncompatPortSpeed-err-disabled(connected), used by EPG on node 3120 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3120",2024-08-30T20:54:48.206+07:00,topology/pod-1/node-3120/sys/phys-[eth1/3]/phys/fault-F0532
critical,F0532,"Port is down, reason being errDisabledIncompatPortSpeed-err-disabled(connected), used by EPG on node 3120 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3120",2024-08-30T21:04:48.303+07:00,topology/pod-1/node-3120/sys/phys-[eth1/4]/phys/fault-F0532
major,F4203,The PBR destination in the PBR destination group on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state. Reason: Service Device is tracked as down,2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-4/rsdestAtt-[topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.130 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2397
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state. Reason: Service Device is tracked as down,2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-5/rsdestAtt-[topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]]/fault-F4203
major,F2833,"PBR service redir grp id 7 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-7/fault-F2833
major,F2833,"PBR service redir grp id 8 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-8/fault-F2833
major,F2833,"PBR service redir grp id 5 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-5/fault-F2833
major,F2833,"PBR service redir grp id 4 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-4/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state. Reason: Service Device is tracked as down,2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-8/rsdestAtt-[topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]]/fault-F4203
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::1 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason Health grp service is down.",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason Health grp service is down.",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.2 in vrf common:COMMON-VRF on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason : tracked as down",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason : tracked as down",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2995
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state. Reason: Service Device is tracked as down,2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/destgrp-7/rsdestAtt-[topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.2 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason tracked as down.",2024-08-29T20:00:34.171+07:00,topology/pod-1/node-3120/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2397
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason Health grp service is down.",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason : tracked as down",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2995
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::1 on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason Health grp service is down.",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.130 in vrf common:CRITICAL-VRF on nodeid 3120 fabric hostname DC2-SVR-LEAF-3120 is in failed state, reason : tracked as down",2024-08-29T15:23:01.522+07:00,topology/pod-1/node-3120/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2995
critical,F0532,"Port is down, reason being linkNotConnected(connected), used by EPG on node 3116 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3116",2024-12-20T15:48:14.700+07:00,topology/pod-1/node-3116/sys/phys-[eth1/48]/phys/fault-F0532
major,F4203,The PBR destination in the PBR destination group on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state. Reason: Service Device is tracked as down,2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-8/rsdestAtt-[topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state. Reason: Service Device is tracked as down,2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-7/rsdestAtt-[topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.130 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2397
major,F2833,"PBR service redir grp id 7 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-7/fault-F2833
major,F2833,"PBR service redir grp id 8 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-8/fault-F2833
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason Health grp service is down.",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::1 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason Health grp service is down.",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.130 in vrf common:CRITICAL-VRF on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason : tracked as down",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason : tracked as down",2024-09-03T16:24:37.416+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2995
major,F2397,"PBR service source with destination ip 10.220.245.2 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state. Reason: Service Device is tracked as down,2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-12/rsdestAtt-[topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]]/fault-F4203
major,F2833,"PBR service redir grp id 12 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-12/fault-F2833
major,F2833,"PBR service redir grp id 11 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-11/fault-F2833
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason tracked as down.",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state. Reason: Service Device is tracked as down,2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/destgrp-11/rsdestAtt-[topology/pod-1/node-3116/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]]/fault-F4203
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::1 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason Health grp service is down.",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.2 in vrf common:COMMON-VRF on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason : tracked as down",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2995
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason Health grp service is down.",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 3116 fabric hostname DC2-SVR-LEAF-3116 is in failed state, reason : tracked as down",2024-11-11T19:41:14.806+07:00,topology/pod-1/node-3116/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2995
critical,F0532,"Port is down, reason being linkNotConnected(connected), used by EPG on node 3130 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3130",2025-09-18T17:35:59.830+07:00,topology/pod-1/node-3130/sys/phys-[eth1/48]/phys/fault-F0532
critical,F0532,"Port is down, reason being noOperMembers(connected), used by EPG on node 3130 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3130",2025-09-18T17:35:59.830+07:00,topology/pod-1/node-3130/sys/aggr-[po2]/aggrif/fault-F0532
major,F1296,vPC DC2-L3129-3130-E48-VPC-IPG is down in Pod 1 node 3130 fabric hostname DC2-SVR-LEAF-3130,2025-09-18T17:35:59.830+07:00,topology/pod-1/node-3130/sys/vpc/inst/dom-24/if-684/fault-F1296
major,F2833,"PBR service redir grp id 7 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-7/fault-F2833
major,F2833,"PBR service redir grp id 8 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-8/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state. Reason: Service Device is tracked as down,2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-8/rsdestAtt-[topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state. Reason: Service Device is tracked as down,2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-7/rsdestAtt-[topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.130 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2397
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::1 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason Health grp service is down.",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.130 in vrf common:CRITICAL-VRF on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason : tracked as down",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2995
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason Health grp service is down.",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason : tracked as down",2025-03-03T21:03:38.957+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2995
major,F2833,"PBR service redir grp id 11 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-11/fault-F2833
major,F2833,"PBR service redir grp id 12 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-12/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state. Reason: Service Device is tracked as down,2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-11/rsdestAtt-[topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state. Reason: Service Device is tracked as down,2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/destgrp-12/rsdestAtt-[topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.2 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason tracked as down.",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2397
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::1 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason Health grp service is down.",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.2 in vrf common:COMMON-VRF on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason : tracked as down",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::1/dest-[10.220.245.2]-[vxlan-2719745]/fault-F2995
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason Health grp service is down.",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 3130 fabric hostname DC2-SVR-LEAF-3130 is in failed state, reason : tracked as down",2025-03-04T05:13:13.831+07:00,topology/pod-1/node-3130/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2719745]/fault-F2995
critical,F0532,"Port is down, reason being linkNotConnected(connected), used by EPG on node 3129 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3129",2025-09-18T17:35:50.727+07:00,topology/pod-1/node-3129/sys/phys-[eth1/48]/phys/fault-F0532
critical,F0532,"Port is down, reason being noOperMembers(connected), used by EPG on node 3129 of fabric DC2-ACI-01 with hostname DC2-SVR-LEAF-3129",2025-09-18T17:35:50.727+07:00,topology/pod-1/node-3129/sys/aggr-[po1]/aggrif/fault-F0532
major,F1296,vPC DC2-L3129-3130-E48-VPC-IPG is down in Pod 1 node 3129 fabric hostname DC2-SVR-LEAF-3129,2025-09-18T17:35:50.727+07:00,topology/pod-1/node-3129/sys/vpc/inst/dom-24/if-684/fault-F1296
major,F2833,"PBR service redir grp id 7 on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state, reason tracked as down.",2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/destgrp-7/fault-F2833
major,F2833,"PBR service redir grp id 8 on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state, reason tracked as down.",2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/destgrp-8/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state. Reason: Service Device is tracked as down,2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/destgrp-7/rsdestAtt-[topology/pod-1/node-3129/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.130 on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state, reason tracked as down.",2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/dest-[10.220.245.130]-[vxlan-2523137]/fault-F2397
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state, reason tracked as down.",2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state. Reason: Service Device is tracked as down,2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/destgrp-8/rsdestAtt-[topology/pod-1/node-3129/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2523137]]/fault-F4203
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::1 on nodeid 3129 fabric hostname DC2-SVR-LEAF-3129 is in failed state, reason Health grp service is down.",2025-03-03T21:03:21.437+07:00,topology/pod-1/node-3129/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::1/fault-F2911
