Severity,Code,Description,Last Change,DN
major,F2995,"PBR service health grp dest ip 10.220.245.34 in vrf common:COMMON-VRF on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason : tracked as down",2025-02-18T21:52:36.934+07:00,topology/pod-1/node-1112/sys/svcredir/inst/healthgrp-common::COMM-NS-FW-ONEARM--ndo--implct/dest-[10.220.245.34]-[vxlan-2195456]/fault-F2995
major,F2833,"PBR service redir grp id 1 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason tracked as down.",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/destgrp-1/fault-F2833
major,F2833,"PBR service redir grp id 3 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason tracked as down.",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/destgrp-3/fault-F2833
major,F2397,"PBR service source with destination ip 10.220.245.34 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason tracked as down.",2025-02-18T21:52:36.934+07:00,topology/pod-1/node-1112/sys/svcredir/inst/dest-[10.220.245.34]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/destgrp-3/rsdestAtt-[topology/pod-1/node-1112/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.8 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason tracked as down.",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/destgrp-1/rsdestAtt-[topology/pod-1/node-1112/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason tracked as down.",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2397
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::3 on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason : tracked as down",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.8 in vrf common:COMMON-VRF on nodeid 1112 fabric hostname DC-SVR-LEAF-1112-LT3 is in failed state, reason : tracked as down",2024-09-05T23:11:52.762+07:00,topology/pod-1/node-1112/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2995
major,F2833,"PBR service redir grp id 2 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-2/fault-F2833
major,F2833,"PBR service redir grp id 3 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-3/fault-F2833
major,F2833,"PBR service redir grp id 6 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-6/fault-F2833
major,F2833,"PBR service redir grp id 4 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-4/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-6/rsdestAtt-[topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.8 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-3/rsdestAtt-[topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2457600]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2457600]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-2/rsdestAtt-[topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.136]-[vxlan-2457600]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.136 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.136]-[vxlan-2457600]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/destgrp-4/rsdestAtt-[topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2397
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::3 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::3 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.136 in vrf common:CRITICAL-VRF on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.136]-[vxlan-2457600]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2457600]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.8 in vrf common:COMMON-VRF on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 1104 fabric hostname DC-SVR-LEAF-1104-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:45.319+07:00,topology/pod-1/node-1104/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2995
major,F2833,"PBR service redir grp id 2 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-2/fault-F2833
major,F2833,"PBR service redir grp id 6 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-6/fault-F2833
major,F2833,"PBR service redir grp id 3 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-3/fault-F2833
major,F2833,"PBR service redir grp id 4 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-4/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-6/rsdestAtt-[topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-2/rsdestAtt-[topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.136]-[vxlan-2457600]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.136 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.136]-[vxlan-2457600]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-4/rsdestAtt-[topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.8 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-3/rsdestAtt-[topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2457600]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2457600]/fault-F2397
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::3 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::3 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason Health grp service is down.",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.8 in vrf common:COMMON-VRF on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.136 in vrf common:CRITICAL-VRF on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.136]-[vxlan-2457600]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason : tracked as down",2024-09-05T23:14:28.190+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2457600]/fault-F2995
major,F2833,"PBR service redir grp id 8 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2025-02-18T21:52:42.119+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-8/fault-F2833
major,F2397,"PBR service source with destination ip 10.220.245.34 on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason tracked as down.",2025-02-18T21:52:42.119+07:00,topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.34]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state. Reason: Service Device is tracked as down,2025-02-18T21:52:42.119+07:00,topology/pod-1/node-1106/sys/svcredir/inst/destgrp-8/rsdestAtt-[topology/pod-1/node-1106/sys/svcredir/inst/dest-[10.220.245.34]-[vxlan-2195456]]/fault-F4203
major,F2911,"PBR service health grp common::COMM-NS-FW-ONEARM--ndo--implct on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason Health grp service is down.",2025-02-18T21:52:42.119+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::COMM-NS-FW-ONEARM--ndo--implct/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.34 in vrf common:COMMON-VRF on nodeid 1106 fabric hostname DC-SVR-LEAF-1106-LT3 is in failed state, reason : tracked as down",2025-02-18T21:52:42.119+07:00,topology/pod-1/node-1106/sys/svcredir/inst/healthgrp-common::COMM-NS-FW-ONEARM--ndo--implct/dest-[10.220.245.34]-[vxlan-2195456]/fault-F2995
critical,F0532,"Port is down, reason being linkNotConnected(connected), used by EPG on node 1105 of fabric DC-ACI-01 with hostname DC-SVR-LEAF-1105-LT3",2025-01-21T13:51:41.257+07:00,topology/pod-1/node-1105/sys/phys-[eth1/6]/phys/fault-F0532
critical,F0532,"Port is down, reason being linkNotConnected(connected), used by EPG on node 1105 of fabric DC-ACI-01 with hostname DC-SVR-LEAF-1105-LT3",2024-11-08T16:09:07.006+07:00,topology/pod-1/node-1105/sys/phys-[eth1/47]/phys/fault-F0532
major,F2397,"PBR service source with destination ip 10.220.245.34 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2025-02-18T21:52:53.892+07:00,topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.34]-[vxlan-2195456]/fault-F2397
major,F2833,"PBR service redir grp id 3 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:06.674+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-3/fault-F2833
major,F2833,"PBR service redir grp id 2 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:06.674+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-2/fault-F2833
major,F2833,"PBR service redir grp id 5 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:06.674+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-5/fault-F2833
major,F2833,"PBR service redir grp id 6 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-6/fault-F2833
major,F4203,The PBR destination in the PBR destination group on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-6/rsdestAtt-[topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.5 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-2/rsdestAtt-[topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.136]-[vxlan-2457600]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.136 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.136]-[vxlan-2457600]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-5/rsdestAtt-[topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.8 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2397
major,F4203,The PBR destination in the PBR destination group on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state. Reason: Service Device is tracked as down,2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-3/rsdestAtt-[topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2457600]]/fault-F4203
major,F2397,"PBR service source with destination ip 10.220.245.133 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/dest-[10.220.245.133]-[vxlan-2457600]/fault-F2397
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::2 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason Health grp service is down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::2 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason Health grp service is down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/fault-F2911
major,F2911,"PBR service health grp common::CRITICAL-EW-FW-ONEARM--ndo--implct::3 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason Health grp service is down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2911,"PBR service health grp common::COMM-EW-FW-ONEARM--ndo--implct::3 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason Health grp service is down.",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.8 in vrf common:COMMON-VRF on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason : tracked as down",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.8]-[vxlan-2195456]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.5 in vrf common:COMMON-VRF on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason : tracked as down",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::COMM-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.5]-[vxlan-2195456]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.133 in vrf common:CRITICAL-VRF on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason : tracked as down",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::2/dest-[10.220.245.133]-[vxlan-2457600]/fault-F2995
major,F2995,"PBR service health grp dest ip 10.220.245.136 in vrf common:CRITICAL-VRF on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason : tracked as down",2024-09-06T23:03:36.678+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::CRITICAL-EW-FW-ONEARM--ndo--implct::3/dest-[10.220.245.136]-[vxlan-2457600]/fault-F2995
major,F2833,"PBR service redir grp id 8 on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason tracked as down.",2025-02-18T21:52:53.892+07:00,topology/pod-1/node-1105/sys/svcredir/inst/destgrp-8/fault-F2833
major,F2911,"PBR service health grp common::COMM-NS-FW-ONEARM--ndo--implct on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason Health grp service is down.",2025-02-18T21:52:53.892+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::COMM-NS-FW-ONEARM--ndo--implct/fault-F2911
major,F2995,"PBR service health grp dest ip 10.220.245.34 in vrf common:COMMON-VRF on nodeid 1105 fabric hostname DC-SVR-LEAF-1105-LT3 is in failed state, reason : tracked as down",2025-02-18T21:52:53.892+07:00,topology/pod-1/node-1105/sys/svcredir/inst/healthgrp-common::COMM-NS-FW-ONEARM--ndo--implct/dest-[10.220.245.34]-[vxlan-2195456]/fault-F2995
